12564,19824,0,1,0,0
34092,60110,0,1,0,0
45802,63680,0,1,0,0
59724,38150,0,0,0,0
53338,7206,0,0,0,0
33888,25932,0,0,0,0
6580,22,0,0,0,0
7732,11064,0,1,0,0
26620,30312,0,1,0,0
454,57960,1,1,0,0
35340,29924,0,0,0,0
37604,53784,0,1,0,0
51062,60262,0,1,0,0
50888,31922,1,0,0,0
148,54,0,0,0,0
33486,64790,0,1,0,0
18832,60960,0,1,0,0
47836,54346,0,1,0,0
49280,58776,0,1,0,0
16354,65154,1,1,0,0
45612,52422,0,1,0,0
62318,63666,0,1,0,0
17150,63574,0,1,0,0
61312,63230,0,1,0,0
34474,40642,0,1,0,1
34092,60110,0,1,0,0
454,57960,1,1,0,0
43460,46250,0,1,0,0
37604,53784,0,1,0,0
40644,32918,0,0,0,0
15832,14816,0,0,0,0
37604,53784,0,1,0,0
3288,2112,1,0,0,0
53168,15216,1,0,0,0
7754,2152,0,0,0,0
39214,25438,0,0,0,0
46378,59760,0,1,0,0
59440,45060,0,0,1,0
15482,54440,0,1,0,0
42604,4042,0,0,0,0
50378,36856,0,0,0,0
22114,46318,0,1,0,0
2266,212,0,0,0,0
43968,51762,0,1,0,0
2266,212,0,0,0,0
50516,59504,0,1,0,0
8816,3956,0,0,0,0
37270,39722,0,1,0,0
59892,27152,0,0,0,0
15456,45570,0,1,0,0
50694,16252,0,0,0,0
15482,54440,0,1,0,0
34092,60110,0,1,0,0
51062,60262,0,1,0,0
56040,6068,1,0,0,0
22830,3040,0,0,0,0
35340,29924,0,0,0,0
9666,24646,0,1,0,0
2056,328,0,0,0,0
14672,57024,0,1,0,0
9252,9456,0,1,0,0
23088,480,0,0,0,0
26828,41474,0,1,0,0
45612,52422,0,1,0,0
57886,56682,0,0,0,0
20472,9248,0,0,0,0
25830,16654,0,0,0,0
49280,58776,0,1,0,0
64666,10438,0,0,0,0
62790,65338,0,1,0,0
37604,53784,0,1,0,0
32624,1372,0,0,0,0
59668,63996,0,1,0,0
57256,63586,0,1,0,0
42356,64094,0,1,0,0
17150,63574,0,1,0,0
54454,61050,1,1,0,0
33888,25932,1,0,0,0
54454,61050,0,1,0,0
1466,812,0,0,0,0
57424,12146,0,0,0,0
57886,56682,0,0,0,0
30758,48968,0,1,0,0
54164,7086,0,0,0,0
29506,16266,0,0,0,0
62096,65182,0,1,0,0
58094,60742,0,1,0,0
38542,45114,0,1,0,0
17150,63574,0,1,0,0
58094,60742,0,1,0,0
55746,33620,0,0,0,0
4704,3866,0,0,0,0
30668,61894,0,1,0,0
65374,26324,0,0,0,0
57256,63586,0,1,0,0
32902,7914,0,0,0,0
49872,9182,0,0,0,0
18890,25830,0,1,0,0
10942,9408,0,0,0,0
29506,16266,0,0,0,0
56040,6068,1,0,0,0
50516,59504,0,1,0,0
58094,60742,0,1,0,0
17150,63574,0,1,0,0
7732,11064,0,1,0,0
25688,56822,1,1,0,0
23082,3742,0,0,0,0
42604,4042,0,0,0,0
61312,63230,0,1,0,0
28324,55672,0,1,0,0
15268,972,0,0,0,0
21140,57478,0,1,0,0
13978,57758,0,1,0,0
22114,46318,1,1,0,0
30376,20362,0,0,0,0
58130,63618,0,1,0,0
52492,54734,0,1,0,0
62096,65182,0,1,0,0
12780,10312,0,0,0,0
24232,8710,1,0,0,0
3204,63000,0,1,0,0
59724,38150,0,0,0,0
61312,63230,0,1,0,0
45612,52422,0,1,0,0
2244,1990,0,0,0,0
21626,7404,1,0,0,0
39522,34562,0,0,0,0
25006,14970,0,0,0,0
53136,33844,0,0,0,0
30416,30354,1,0,0,0
52122,46490,0,0,0,0
56850,9890,0,0,0,0
50378,36856,0,0,0,0
25688,56822,1,1,0,0
30376,20362,0,0,0,0
20472,9248,0,0,0,0
43460,46250,0,1,0,0
48034,7780,0,0,0,0
1466,812,0,0,0,0
58598,59008,0,1,0,0
59622,49696,0,0,0,0
2266,212,0,0,0,0
8816,3956,0,0,0,0
15482,54440,0,1,0,0
714,51882,0,1,0,0
23872,12748,0,0,0,0
40246,55338,0,1,0,0
9252,9456,0,1,0,0
54142,43384,0,0,0,0
9316,7530,1,0,0,0
15268,972,1,0,0,0
15268,972,0,0,0,0
148,54,0,0,0,0
3204,63000,1,1,0,0
54142,43384,0,0,0,0
20144,170,0,0,0,0
10720,10362,0,0,0,0
33888,25932,0,0,0,0
23082,3742,1,0,0,0
13606,49232,0,1,0,0
37604,53784,0,1,0,0
18832,60960,0,1,0,0
24244,38626,0,1,0,0
17150,63574,1,1,0,0
5110,4902,0,0,0,0
454,57960,0,1,0,0
37270,39722,1,1,0,0
54454,61050,1,1,0,0
698,35682,0,1,0,0
37604,53784,0,1,0,0
19404,25092,0,1,0,0
60118,1920,0,0,0,0
12814,40962,0,1,0,0
45812,8246,0,0,0,0
8980,4566,0,0,0,0
36086,34980,0,0,0,0
11382,11202,0,0,0,0
2880,588,1,0,0,0
9316,7530,0,0,0,0
43968,51762,0,1,0,0
15180,61512,0,1,0,0
57424,12146,0,0,0,0
43686,9018,0,0,0,0
59724,38150,0,0,0,0
19794,2934,0,0,0,0
39214,25438,0,0,0,0
22830,3040,0,0,0,0
29506,16266,0,0,0,0
40616,22960,1,0,0,0
7732,11064,0,1,0,0
54142,43384,0,0,0,0
19794,2934,0,0,0,0
28654,63898,0,1,0,0
11154,1414,0,0,0,0
7076,5078,1,0,0,0
43968,51762,0,1,0,0
57256,63586,0,1,0,0
11382,11202,0,0,0,0
42876,310,0,0,0,0
34620,39780,0,1,0,0
21668,53156,0,1,0,0
45616,7410,0,0,0,0
59892,27152,0,0,0,0
58680,33478,0,0,0,0
352,62908,0,1,0,0
21632,5438,0,0,0,0
